"","date","grimm_pm10","n_0044","n_0075","n_0100","n_0120","n_0140","n_0200","n_0250","n_0500","n_0750","n_1000","ws","mws","wd","temp","rh","pres","prec","poj_h","n_0250_m","n_0500_m","n_0200_m","n_0100_m","n_0200_mm","n_0075_c","n_0140_c","n_0500_c","n_1000_c","wday","hour"
"13",2022-03-28 23:00:00,58.4,196.872259382819,45.0459652488185,2.85289046427579,0.426561857103141,0.239479288295802,0.37808618293022,0.0961476230191827,0.174538226299694,0.0236688907422852,0.00945537948290242,0.57833333333333,0.9,256,8.7,47.943333333333,985.28833333333,0,3000,3.99316541562413,0.270685849318877,3.89701779260495,47.8988557130942,1.04412732832916,241.918224631637,0.666041145398944,0.270685849318877,0.0331242702251877,"1","23"
"14",2022-03-29,55.7,199.255306088407,43.8751587433973,2.74152766194051,0.414373922713372,0.234185988323603,0.384876841812622,0.103480400333611,0.187354184042257,0.0251882123992216,0.00897414512093411,0.645,2.1,260,7.4733333333333,52.26,984.43333333333,0,3000,3.87844481512371,0.290834584375869,3.7749644147901,46.6166864053378,1.0334367528496,243.130464831804,0.648559911036975,0.290834584375869,0.0341623575201557,"2","0"
"15",2022-03-29 01:00:00,51.6,209.599834306366,43.9658988045594,2.71080761745899,0.418735891020295,0.238419516263553,0.390858771198221,0.104003892132332,0.178430358632194,0.0222385321100917,0.00832332499304976,1.1166666666667,2.2,238,6.9983333333333,62.263333333333,983.97666666667,0.615,3000,3.86282568807339,0.282434250764526,3.75882179594106,46.6767064220183,1.04801417848207,253.565733110926,0.657155407283848,0.282434250764526,0.0305618571031415,"2","1"
"16",2022-03-29 02:00:00,49.6,204.772858493189,41.9473169307756,2.69385376702808,0.40596052265777,0.22372449263275,0.336577703641924,0.0752705031971087,0.11852571587434,0.013108145676953,0.00441061996107868,1.1633333333333,3.3,202,8.0216666666667,60.458333333333,983.57333333333,0,3000,3.73538698915763,0.193796219071448,3.66011648596052,44.6411706978037,0.966262718932444,246.720175423964,0.62968501529052,0.193796219071448,0.0175187656380317,"2","2"
"17",2022-03-29 03:00:00,93.4,185.907343063664,31.40358882402,1.88472310258549,0.30316763969975,0.170063942174034,0.298812621629135,0.0668023352793995,0.111621351125938,0.012185154295246,0.00409869335557409,1.3966666666667,2.8,276,9.4,59.388333333333,983.45,0,3000,2.72356964136781,0.178423686405338,2.65676730608841,33.2883119266055,0.772044203502919,217.310931887684,0.473231581873784,0.178423686405338,0.0162838476508201,"2","3"
"18",2022-03-29 04:00:00,99.4,195.438798443147,31.8802732832916,1.94622629969419,0.312208785098693,0.177752571587434,0.312925493466778,0.0730519877675841,0.115618293021963,0.0133447317208785,0.00463636363636364,1.31,2.6,283,8.8266666666667,62.391666666667,983.09666666667,0,3000,2.82216513761468,0.188670280789547,2.74911314984709,33.8264995829858,0.802886850152905,227.319071726439,0.489961356686127,0.188670280789547,0.0179810953572421,"2","4"
"19",2022-03-29 05:00:00,73.8,205.367828420467,33.2625928809789,2.04787152391546,0.337139599555061,0.191168242491657,0.335384593993326,0.0834716351501669,0.137194104560623,0.0183506674082314,0.00723303670745272,0.82833333333333,1.5,265,8.4083333333333,65.565,983.03666666667,0,3000,2.99503559510567,0.22066573971079,2.91156395995551,35.3104644048943,0.863692436040044,238.630421301446,0.528307842046719,0.22066573971079,0.0255837041156841,"2","5"
"20",2022-03-29 06:00:00,89.9,192.426605504587,31.572093411176,1.84748818459828,0.314581039755352,0.202274951348346,0.399848762857937,0.115695301640256,0.207360300250209,0.0296822351959967,0.0111801501251043,1.6816666666667,3.6,287,10.063333333333,61.021666666667,983.20166666667,0.068333333333333,3000,2.87988824020017,0.323055601890464,2.76419293855991,33.4195815957743,0.916704753961635,223.998698915763,0.516855991103698,0.323055601890464,0.0408623853211009,"2","6"
"21",2022-03-29 07:00:00,46.9,194.281077286628,32.9569007506255,1.748533500139,0.282659994439811,0.192708646093967,0.372732554906867,0.0905935501807061,0.138701695857659,0.0139621907144843,0.00471754239644148,1.775,3.4,288,9.9316666666667,65.943333333333,983.395,0.086666666666667,3000,2.68722824576036,0.229295246038365,2.59663469557965,34.7054342507645,0.848101195440645,227.237978037253,0.475368640533778,0.229295246038365,0.0186797331109258,"2","7"
"22",2022-03-29 08:00:00,34.1,154.889129830414,28.6708679455101,1.42867167083681,0.213027244926327,0.139919099249374,0.270623019182652,0.0536644425910481,0.0734417570197387,0.00606561023074785,0.00195246038365304,2.2316666666667,4,262,10.683333333333,60.91,983.21166666667,0,3000,2.10590547678621,0.127106199610787,2.05224103419516,30.099539616347,0.623569363358354,183.559997775924,0.352946344175702,0.127106199610787,0.00801807061440089,"2","8"
"23",2022-03-29 09:00:00,145.8,183.862112315819,34.4381142618849,1.67690658882402,0.235333055323881,0.159637475674173,0.298400889630247,0.0686839032527106,0.0926321934945788,0.00779343897692521,0.00247039199332777,2.5733333333333,4.1,249,11.766666666667,56.53,982.895,0,3000,2.43896191270503,0.161316096747289,2.37027800945232,36.1150208507089,0.693371420628301,218.300226577704,0.394970530998054,0.161316096747289,0.010263830970253,"2","9"
"24",2022-03-29 10:00:00,81.2,173.728029469002,30.7220189046428,1.47068112315819,0.226739783152627,0.153710592160133,0.306045037531276,0.0708056713928274,0.111204614956909,0.0127773144286906,0.00335446205170976,2.71,4.6,262,12.613333333333,52.741666666667,982.41666666667,0,3000,2.22798220739505,0.182010286349736,2.15717653600222,32.1927000278009,0.686495412844037,204.450048373645,0.380450375312761,0.182010286349736,0.0161317764804003,"2","10"
"25",2022-03-29 11:00:00,56.7,156.635136780651,25.3830950792327,1.1749521823742,0.200966638865721,0.14034973589102,0.29563108145677,0.0721793160967473,0.111657770364192,0.0130914651098137,0.00483458437586878,2.5533333333333,5,285,13.46,48.156666666667,981.745,0,3000,1.88407895468446,0.18383708646094,1.81189963858771,26.5580472616069,0.636947456213511,182.018231859883,0.341316374756742,0.18383708646094,0.0179260494856825,"2","11"
"26",2022-03-29 12:00:00,51.1,156.794582707812,22.7874086738949,0.981080344731721,0.172454545454545,0.118833750347512,0.248503197108702,0.0578659994439811,0.0856099527383931,0.00943536280233528,0.00288351403947734,3.2033333333333,4.9,270,13.683333333333,47.193333333333,981.07833333333,0,3000,1.57873783708646,0.143475952182374,1.52087183764248,23.7684890186266,0.539791492910759,179.581991381707,0.291288295802057,0.143475952182374,0.0123188768418126,"2","12"
"27",2022-03-29 13:00:00,49.3,174.777346955797,25.1143825410064,1.04814512093411,0.181998609952738,0.122639143730887,0.259795107033639,0.0579399499582986,0.0945807617458994,0.010628023352794,0.00422935779816514,3.16,4.8,266,13.971666666667,45.906666666667,980.43666666667,0,3000,1.67051793160967,0.152520711704198,1.61257798165138,26.1625276619405,0.564432860717264,199.891729496803,0.304637753683625,0.152520711704198,0.0148573811509591,"2","13"
"28",2022-03-29 14:00:00,45.1,152.529339822024,26.2651843715239,1.14945300333704,0.186100667408231,0.124167964404894,0.262461345939933,0.0636076195773081,0.0982944938820912,0.0130389321468298,0.00471690767519466,3.1833333333333,4.8,276,13.983333333333,42.315,979.85666666667,0,3000,1.78579060066741,0.161902113459399,1.7221829810901,27.414637374861,0.572729977753059,178.794524193548,0.310268631813126,0.161902113459399,0.0177558398220245,"2","14"
"29",2022-03-29 15:00:00,44.4,147.833144842925,26.6754178482068,1.17987934389769,0.184335557408952,0.130233805949402,0.269769808173478,0.0650172365860439,0.111618293021963,0.0147653600222408,0.00607339449541284,2.485,4.7,285,13.715,43.001666666667,979.47333333333,0,3000,1.82923575201557,0.176635529608007,1.76421851542952,27.8552971921045,0.584339171531832,174.508562691132,0.314569363358354,0.176635529608007,0.0208387545176536,"2","15"
"30",2022-03-29 16:00:00,46.5,146.349099805393,27.8435273839311,1.25785793716986,0.199385321100917,0.135085904920767,0.290954684459272,0.0762891298304142,0.128367528495969,0.0182958020572699,0.00805838198498749,2.0683333333333,3.9,304,13.148333333333,43.385,979.19833333333,0,3000,1.95957297748123,0.204656658326383,1.88328384765082,29.1013853211009,0.625425910480956,174.192627189324,0.334471226021685,0.204656658326383,0.0263541840422574,"2","16"
"31",2022-03-29 17:00:00,44.3,143.604355018071,25.6899460661663,1.2576583263831,0.21344787322769,0.147690853489019,0.313216569363358,0.0854995829858215,0.138427856547123,0.0194815123714206,0.0081417848206839,2.015,3.2,325,12.43,43.058333333333,979.20166666667,0,3000,2.01751320544899,0.223927439532944,1.93201362246316,26.9476043925493,0.674355296080067,169.294301084237,0.361138726716708,0.223927439532944,0.0276232971921045,"2","17"
"32",2022-03-29 18:00:00,50.2,162.783587711982,31.0081326105088,1.61342201834862,0.273488184598276,0.175338337503475,0.341570753405616,0.0851459549624687,0.124177648040033,0.0139860995273839,0.00475201556852933,2.205,4,330,11.255,48.028333333333,979.45,0,3000,2.48896524881846,0.209323603002502,2.40381929385599,32.6215546288574,0.790397275507367,193.791720322491,0.448826522101751,0.209323603002502,0.0187381150959133,"2","18"
"33",2022-03-29 19:00:00,37.2,145.736600222408,28.2616377536836,1.51947233805949,0.242242980261329,0.150803725326661,0.274692799555185,0.0650494856825132,0.0861376146788991,0.00722741173199889,0.00220461495690853,1.98,4.1,351,9.6633333333333,56.886666666667,979.78666666667,0,3000,2.25226132888518,0.151187100361412,2.18721184320267,29.7811100917431,0.667739505143175,173.998237976091,0.39304670558799,0.151187100361412,0.00943202668890742,"2","19"
"34",2022-03-29 20:00:00,32,174.868196552683,30.4267022518766,1.43340450375313,0.240292743953294,0.148534056157909,0.292060050041701,0.064302752293578,0.0749174311926605,0.00396274673338894,0.00091743119266055,1.6916666666667,2.7,340,8.3416666666667,65.911666666667,980.035,0,3000,2.17859410619961,0.139220183486239,2.11429135390603,31.8601067556297,0.680886850152905,205.294898804559,0.388826800111204,0.139220183486239,0.00488017792604949,"2","20"
"35",2022-03-29 21:00:00,32,191.144508757298,32.050201000834,1.41179204892966,0.242872949680289,0.15544676118988,0.309977759243814,0.0681887684181262,0.0811665276619405,0.00420183486238532,0.00169808173477898,1.2016666666667,2.7,325,7.66,68.635,980.41833333333,0.0016666666666667,3000,2.18827828746177,0.149355296080067,2.12008951904365,33.4619930497637,0.708297470113984,223.194709758132,0.39831971087017,0.149355296080067,0.0058999165971643,"2","21"
"36",2022-03-29 22:00:00,39.4,212.826271615235,35.052670558799,1.49589769252155,0.271649986099527,0.178667222685571,0.34996163469558,0.083147901028635,0.129809007506255,0.0138106755629691,0.00478926883514039,1.1916666666667,3.2,351,7.1,66.238333333333,980.525,0,3000,2.37932443703086,0.21295690853489,2.29617653600222,36.5485682513205,0.800278843480678,247.878942174034,0.450317208785099,0.21295690853489,0.0185999443981095,"2","22"
"37",2022-03-29 23:00:00,39.2,217.643023359288,36.0398859844271,1.52255367074527,0.269177975528365,0.176694104560623,0.350057007786429,0.0865739710789766,0.125421857619577,0.0121337597330367,0.00468854282536151,0.76166666666667,1.7,277,7.12,65.781666666667,980.45,0,3000,2.40505672969967,0.211995828698554,2.31848275862069,37.5624396551724,0.795929087875417,253.682909343715,0.445872080088988,0.211995828698554,0.0168223025583982,"2","23"
"38",2022-03-30,47.1,220.917272449263,36.8334270225188,1.56802863497359,0.268046149569085,0.17650180706144,0.341329719210453,0.0811162079510703,0.119405059772032,0.0120125104253545,0.00422212955240478,0.58166666666667,1.3,274,7.0483333333333,65.5,980.15,0,3000,2.43502251876564,0.200521267723103,2.35390631081457,38.4014556574923,0.785877675840979,257.750699471782,0.444547956630525,0.200521267723103,0.0162346399777592,"3","0"
"39",2022-03-30 01:00:00,47.7,213.820991659716,35.7937155963303,1.50723936613845,0.260468445927162,0.173920211287184,0.340598554350848,0.0811606894634418,0.114061162079511,0.0104242424242424,0.00405004170141785,0.55166666666667,1,263,6.8566666666667,64.168333333333,979.72666666667,0,3000,2.36338726716708,0.195221851542952,2.28222657770364,37.3009549624687,0.774987211565193,249.614707256047,0.434388657214345,0.195221851542952,0.0144742841256603,"3","1"
